1	Q0	1542	1	43,10837	G14R4
1	Q0	1878	654	20,0179737	G14R4
1	Q0	1902	655	20,0179737	G14R4
1	Q0	1923	656	20,0179737	G14R4
1	Q0	1957	657	20,0179737	G14R4
1	Q0	1962	658	20,0179737	G14R4
1	Q0	1988	659	20,0179737	G14R4
1	Q0	2097	660	20,0179737	G14R4
1	Q0	2126	661	20,0179737	G14R4
1	Q0	2128	662	20,0179737	G14R4
1	Q0	2137	663	20,0179737	G14R4
1	Q0	2195	664	20,0179737	G14R4
1	Q0	2297	665	20,0179737	G14R4
1	Q0	2298	666	20,0179737	G14R4
1	Q0	2320	667	20,0179737	G14R4
1	Q0	2356	668	20,0179737	G14R4
1	Q0	2376	669	20,0179737	G14R4
1	Q0	2402	670	20,0179737	G14R4
1	Q0	2497	671	20,0179737	G14R4
1	Q0	2500	672	20,0179737	G14R4
1	Q0	2516	673	20,0179737	G14R4
1	Q0	2526	674	20,0179737	G14R4
1	Q0	2536	675	20,0179737	G14R4
1	Q0	2581	676	20,0179737	G14R4
1	Q0	2594	677	20,0179737	G14R4
1	Q0	2596	678	20,0179737	G14R4
1	Q0	2626	679	20,0179737	G14R4
1	Q0	2668	680	20,0179737	G14R4
1	Q0	2669	681	20,0179737	G14R4
1	Q0	2682	682	20,0179737	G14R4
1	Q0	2749	683	20,0179737	G14R4
1	Q0	2764	684	20,0179737	G14R4
1	Q0	2767	685	20,0179737	G14R4
1	Q0	2806	686	20,0179737	G14R4
1	Q0	2819	687	20,0179737	G14R4
1	Q0	2833	688	20,0179737	G14R4
1	Q0	2849	689	20,0179737	G14R4
1	Q0	2869	690	20,0179737	G14R4
1	Q0	2892	691	20,0179737	G14R4
1	Q0	2919	692	20,0179737	G14R4
1	Q0	2941	693	20,0179737	G14R4
1	Q0	2943	694	20,0179737	G14R4
1	Q0	2990	695	20,0179737	G14R4
1	Q0	2999	696	20,0179737	G14R4
1	Q0	3103	697	20,0179737	G14R4
1	Q0	3129	698	20,0179737	G14R4
1	Q0	3182	699	20,0179737	G14R4
1	Q0	1108	700	20,0177014	G14R4
1	Q0	1699	701	20,0177014	G14R4
1	Q0	2092	702	20,0177014	G14R4
1	Q0	2358	703	20,0177014	G14R4
1	Q0	2951	704	20,0177014	G14R4
1	Q0	2985	705	20,0177014	G14R4
1	Q0	3002	706	20,0177014	G14R4
1	Q0	1170	707	20,0169317	G14R4
1	Q0	1226	708	20,0169317	G14R4
1	Q0	1671	709	20,0169317	G14R4
1	Q0	1728	710	20,0169317	G14R4
1	Q0	2035	711	20,0169317	G14R4
1	Q0	2106	712	20,0169317	G14R4
1	Q0	2357	713	20,0169317	G14R4
1	Q0	2681	714	20,0169317	G14R4
1	Q0	2841	715	20,0169317	G14R4
1	Q0	2988	716	20,0169317	G14R4
1	Q0	3015	717	20,0169317	G14R4
1	Q0	3026	718	20,0169317	G14R4
1	Q0	3112	719	20,0169317	G14R4
1	Q0	3134	720	20,0169317	G14R4
1	Q0	897	721	11,04609	G14R4
1	Q0	1007	722	11,04609	G14R4
1	Q0	2258	723	11,04609	G14R4
1	Q0	69	724	11,04534	G14R4
1	Q0	31	725	11,04366	G14R4
1	Q0	33	726	11,04366	G14R4
1	Q0	36	727	11,04366	G14R4
1	Q0	50	728	11,04366	G14R4
1	Q0	61	729	11,04366	G14R4
1	Q0	105	730	11,04366	G14R4
1	Q0	118	731	11,04366	G14R4
1	Q0	163	732	11,04366	G14R4
1	Q0	234	733	11,04366	G14R4
1	Q0	674	734	11,04366	G14R4
1	Q0	818	735	11,04366	G14R4
1	Q0	974	736	11,04366	G14R4
1	Q0	1209	737	11,04366	G14R4
1	Q0	1310	738	11,04366	G14R4
1	Q0	1794	739	11,04366	G14R4
1	Q0	2619	740	11,03733	G14R4
1	Q0	1691	741	11,03684	G14R4
1	Q0	2203	742	11,0359	G14R4
1	Q0	2574	743	11,0359	G14R4
1	Q0	1874	744	11,03537	G14R4
1	Q0	265	745	10,0840841	G14R4
1	Q0	462	746	10,0840841	G14R4
1	Q0	759	747	10,0840841	G14R4
1	Q0	1333	748	10,0840841	G14R4
1	Q0	1455	749	10,0840841	G14R4
1	Q0	1551	750	10,0840841	G14R4
1	Q0	1588	751	10,0840841	G14R4
1	Q0	1612	752	10,0840841	G14R4
1	Q0	1628	753	10,0840841	G14R4
1	Q0	1696	754	10,0840841	G14R4
1	Q0	1890	755	10,0840841	G14R4
1	Q0	2450	756	10,0840841	G14R4
1	Q0	2704	757	10,0840841	G14R4
1	Q0	2721	758	10,0840841	G14R4
1	Q0	2799	759	10,0840841	G14R4
1	Q0	2923	760	10,0840841	G14R4
1	Q0	2940	761	10,0840841	G14R4
1	Q0	3047	762	10,0840841	G14R4
1	Q0	3069	763	10,0840841	G14R4
1	Q0	241	764	10,0460905	G14R4
1	Q0	278	765	10,0460905	G14R4
1	Q0	405	766	10,0460905	G14R4
1	Q0	595	767	10,0460905	G14R4
1	Q0	1084	768	10,0460905	G14R4
1	Q0	1098	769	10,0460905	G14R4
1	Q0	1197	770	10,0460905	G14R4
1	Q0	1366	771	10,0460905	G14R4
1	Q0	1379	772	10,0460905	G14R4
1	Q0	1383	773	10,0460905	G14R4
1	Q0	1423	774	10,0460905	G14R4
1	Q0	1491	775	10,0460905	G14R4
1	Q0	1530	776	10,0460905	G14R4
1	Q0	1614	777	10,0460905	G14R4
1	Q0	1629	778	10,0460905	G14R4
1	Q0	1658	779	10,0460905	G14R4
1	Q0	1806	780	10,0460905	G14R4
1	Q0	1976	781	10,0460905	G14R4
1	Q0	2060	782	10,0460905	G14R4
1	Q0	2187	783	10,0460905	G14R4
1	Q0	2326	784	10,0460905	G14R4
1	Q0	2368	785	10,0460905	G14R4
1	Q0	2518	786	10,0460905	G14R4
1	Q0	2537	787	10,0460905	G14R4
1	Q0	2546	788	10,0460905	G14R4
1	Q0	2666	789	10,0460905	G14R4
1	Q0	2702	790	10,0460905	G14R4
1	Q0	2772	791	10,0460905	G14R4
1	Q0	2785	792	10,0460905	G14R4
1	Q0	2815	793	10,0460905	G14R4
1	Q0	2816	794	10,0460905	G14R4
1	Q0	2858	795	10,0460905	G14R4
1	Q0	2887	796	10,0460905	G14R4
1	Q0	2915	797	10,0460905	G14R4
1	Q0	2926	798	10,0460905	G14R4
1	Q0	2945	799	10,0460905	G14R4
1	Q0	3032	800	10,0460905	G14R4
1	Q0	3086	801	10,0460905	G14R4
1	Q0	3149	802	10,0460905	G14R4
1	Q0	3167	803	10,0460905	G14R4
1	Q0	1166	804	10,0453441	G14R4
1	Q0	96	805	10,0436647	G14R4
1	Q0	103	806	10,0436647	G14R4
1	Q0	558	807	10,0436647	G14R4
1	Q0	644	808	10,0436647	G14R4
1	Q0	827	809	10,0436647	G14R4
1	Q0	1214	810	10,0436647	G14R4
1	Q0	1215	811	10,0436647	G14R4
1	Q0	1258	812	10,0436647	G14R4
1	Q0	1260	813	10,0436647	G14R4
1	Q0	1622	814	10,0436647	G14R4
1	Q0	1632	815	10,0436647	G14R4
1	Q0	1641	816	10,0436647	G14R4
1	Q0	1723	817	10,0436647	G14R4
1	Q0	1739	818	10,0436647	G14R4
1	Q0	2144	819	10,0436647	G14R4
1	Q0	2249	820	10,0436647	G14R4
1	Q0	2483	821	10,0436647	G14R4
1	Q0	2534	822	10,0436647	G14R4
1	Q0	2648	823	10,0436647	G14R4
1	Q0	2993	824	10,0436647	G14R4
1	Q0	3160	825	10,0436647	G14R4
1	Q0	3201	826	10,0436647	G14R4
1	Q0	2340	827	10,0388889	G14R4
1	Q0	2263	828	10,0358974	G14R4
2	Q0	597	1	11,05387	G14R4
2	Q0	282	2	10,0538721	G14R4
2	Q0	321	3	10,0538721	G14R4
2	Q0	728	4	10,0538721	G14R4
2	Q0	847	5	10,0538721	G14R4
2	Q0	942	6	10,0538721	G14R4
2	Q0	971	7	10,0538721	G14R4
2	Q0	1117	8	10,0538721	G14R4
2	Q0	1145	9	10,0538721	G14R4
2	Q0	1161	10	10,0538721	G14R4
2	Q0	1168	11	10,0538721	G14R4
2	Q0	1214	12	10,0538721	G14R4
2	Q0	1215	13	10,0538721	G14R4
2	Q0	1264	14	10,0538721	G14R4
2	Q0	1334	15	10,0538721	G14R4
2	Q0	1345	16	10,0538721	G14R4
2	Q0	1348	17	10,0538721	G14R4
2	Q0	1391	18	10,0538721	G14R4
2	Q0	1403	19	10,0538721	G14R4
2	Q0	1424	20	10,0538721	G14R4
2	Q0	1427	21	10,0538721	G14R4
2	Q0	1439	22	10,0538721	G14R4
2	Q0	1464	23	10,0538721	G14R4
2	Q0	1468	24	10,0538721	G14R4
2	Q0	1469	25	10,0538721	G14R4
2	Q0	1486	26	10,0538721	G14R4
2	Q0	1498	27	10,0538721	G14R4
2	Q0	1503	28	10,0538721	G14R4
2	Q0	1523	29	10,0538721	G14R4
2	Q0	1542	30	10,0538721	G14R4
2	Q0	1549	31	10,0538721	G14R4
2	Q0	1564	32	10,0538721	G14R4
2	Q0	1671	33	10,0538721	G14R4
2	Q0	1676	34	10,0538721	G14R4
2	Q0	1680	35	10,0538721	G14R4
2	Q0	1741	36	10,0538721	G14R4
2	Q0	1811	37	10,0538721	G14R4
2	Q0	1854	38	10,0538721	G14R4
2	Q0	1861	39	10,0538721	G14R4
2	Q0	1926	40	10,0538721	G14R4
2	Q0	1939	41	10,0538721	G14R4
2	Q0	2002	42	10,0538721	G14R4
2	Q0	2092	43	10,0538721	G14R4
2	Q0	2096	44	10,0538721	G14R4
2	Q0	2217	45	10,0538721	G14R4
2	Q0	2233	46	10,0538721	G14R4
2	Q0	2317	47	10,0538721	G14R4
2	Q0	2356	48	10,0538721	G14R4
2	Q0	2383	49	10,0538721	G14R4
2	Q0	2456	50	10,0538721	G14R4
2	Q0	2471	51	10,0538721	G14R4
2	Q0	2483	52	10,0538721	G14R4
2	Q0	2519	53	10,0538721	G14R4
2	Q0	2812	54	10,0538721	G14R4
2	Q0	2850	55	10,0538721	G14R4
2	Q0	2912	56	10,0538721	G14R4
2	Q0	2937	57	10,0538721	G14R4
2	Q0	2939	58	10,0538721	G14R4
2	Q0	2943	59	10,0538721	G14R4
2	Q0	3005	60	10,0538721	G14R4
2	Q0	3077	61	10,0538721	G14R4
2	Q0	3080	62	10,0538721	G14R4
2	Q0	3127	63	10,0538721	G14R4
2	Q0	3160	64	10,0538721	G14R4
2	Q0	3189	65	10,0538721	G14R4
2	Q0	3199	66	10,0538721	G14R4
2	Q0	3201	67	10,0538721	G14R4
2	Q0	3204	68	10,0538721	G14R4
2	Q0	1183	69	10,041958	G14R4
2	Q0	1305	70	10,041958	G14R4
2	Q0	1315	71	10,041958	G14R4
2	Q0	1591	72	10,041958	G14R4
2	Q0	1625	73	10,041958	G14R4
2	Q0	1705	74	10,041958	G14R4
2	Q0	2439	75	10,041958	G14R4
2	Q0	2645	76	10,041958	G14R4
2	Q0	3202	77	10,041958	G14R4
3	Q0	62	1	11,11966	G14R4
3	Q0	1154	2	11,11966	G14R4
3	Q0	1238	3	11,11966	G14R4
3	Q0	1521	4	11,11966	G14R4
3	Q0	2632	5	11,11966	G14R4
3	Q0	3153	6	11,11966	G14R4
3	Q0	1304	7	11,08284	G14R4
3	Q0	1976	8	11,08284	G14R4
3	Q0	3144	9	11,08284	G14R4
3	Q0	265	10	10,119658	G14R4
3	Q0	284	11	10,119658	G14R4
3	Q0	661	12	10,119658	G14R4
3	Q0	1386	13	10,119658	G14R4
3	Q0	1488	14	10,119658	G14R4
3	Q0	1611	15	10,119658	G14R4
3	Q0	1746	16	10,119658	G14R4
3	Q0	2062	17	10,119658	G14R4
3	Q0	2136	18	10,119658	G14R4
3	Q0	2140	19	10,119658	G14R4
3	Q0	2456	20	10,119658	G14R4
3	Q0	2517	21	10,119658	G14R4
3	Q0	2609	22	10,119658	G14R4
3	Q0	2629	23	10,119658	G14R4
3	Q0	2666	24	10,119658	G14R4
3	Q0	2688	25	10,119658	G14R4
3	Q0	3189	26	10,119658	G14R4
4	Q0	2851	1	30,144678	G14R4
4	Q0	1087	2	22,08537	G14R4
4	Q0	1250	3	22,05797	G14R4
4	Q0	2939	4	21,11957	G14R4
4	Q0	2701	5	21,10755	G14R4
4	Q0	2958	6	21,09282	G14R4
4	Q0	3100	7	21,09282	G14R4
4	Q0	329	8	21,08721	G14R4
4	Q0	2187	9	21,05797	G14R4
4	Q0	1908	10	21,05768	G14R4
4	Q0	1610	11	21,05714	G14R4
4	Q0	2174	12	21,05714	G14R4
4	Q0	1978	13	21,05555	G14R4
4	Q0	1099	14	21,05189	G14R4
4	Q0	1751	15	21,04344	G14R4
4	Q0	1012	16	20,390379	G14R4
4	Q0	2705	17	20,138976	G14R4
4	Q0	2738	18	20,118126	G14R4
4	Q0	2265	19	20,108053	G14R4
4	Q0	3030	20	20,107543	G14R4
4	Q0	1846	21	20,106714	G14R4
4	Q0	2931	22	20,0866936	G14R4
4	Q0	1014	23	20,0584772	G14R4
4	Q0	1394	24	20,0584772	G14R4
4	Q0	2383	25	20,0584772	G14R4
4	Q0	2538	26	20,0584772	G14R4
4	Q0	3120	27	20,0584772	G14R4
4	Q0	3147	28	20,0584772	G14R4
4	Q0	464	29	20,0579669	G14R4
4	Q0	585	30	20,0579669	G14R4
4	Q0	851	31	20,0579669	G14R4
4	Q0	1595	32	20,0579669	G14R4
4	Q0	1792	33	20,0579669	G14R4
4	Q0	1911	34	20,0579669	G14R4
4	Q0	2165	35	20,0579669	G14R4
4	Q0	2341	36	20,0579669	G14R4
4	Q0	2369	37	20,0579669	G14R4
4	Q0	2390	38	20,0579669	G14R4
4	Q0	2764	39	20,0579669	G14R4
4	Q0	2828	40	20,0579669	G14R4
4	Q0	2833	41	20,0579669	G14R4
4	Q0	2918	42	20,0579669	G14R4
4	Q0	2923	43	20,0579669	G14R4
4	Q0	2999	44	20,0579669	G14R4
4	Q0	3176	45	20,0579669	G14R4
4	Q0	1769	46	20,0571377	G14R4
4	Q0	2091	47	20,0571377	G14R4
4	Q0	2198	48	20,0571377	G14R4
4	Q0	2568	49	20,0566402	G14R4
4	Q0	616	50	20,0518877	G14R4
4	Q0	724	51	20,0518877	G14R4
4	Q0	3146	52	20,0518877	G14R4
4	Q0	1543	53	20,0509126	G14R4
4	Q0	1724	54	20,0504023	G14R4
4	Q0	233	55	11,09428	G14R4
4	Q0	253	56	11,09428	G14R4
4	Q0	2437	57	11,09428	G14R4
4	Q0	2960	58	11,09428	G14R4
4	Q0	3031	59	11,07955	G14R4
4	Q0	1678	60	11,07343	G14R4
4	Q0	2940	61	11,05785	G14R4
4	Q0	2957	62	11,05534	G14R4
4	Q0	975	63	11,0447	G14R4
4	Q0	1233	64	11,0447	G14R4
4	Q0	1695	65	11,0447	G14R4
4	Q0	2540	66	11,0447	G14R4
4	Q0	1964	67	11,03714	G14R4
4	Q0	2595	68	11,03448	G14R4
4	Q0	2373	69	11,03292	G14R4
4	Q0	2582	70	11,03292	G14R4
4	Q0	2277	71	11,03148	G14R4
4	Q0	2450	72	11,03148	G14R4
4	Q0	2996	73	11,03148	G14R4
4	Q0	3067	74	11,03148	G14R4
4	Q0	2434	75	11,03017	G14R4
4	Q0	2522	76	11,03017	G14R4
4	Q0	2196	77	11,01493	G14R4
4	Q0	300	78	11,01378	G14R4
4	Q0	1009	79	11,01378	G14R4
4	Q0	1274	80	11,01378	G14R4
4	Q0	1363	81	11,01378	G14R4
4	Q0	1398	82	11,01378	G14R4
4	Q0	1433	83	11,01378	G14R4
4	Q0	1636	84	11,01378	G14R4
4	Q0	1759	85	11,01378	G14R4
4	Q0	1888	86	11,01378	G14R4
4	Q0	1985	87	11,01378	G14R4
4	Q0	2077	88	11,01378	G14R4
4	Q0	2133	89	11,01378	G14R4
4	Q0	2226	90	11,01378	G14R4
4	Q0	2331	91	11,01378	G14R4
4	Q0	2402	92	11,01378	G14R4
4	Q0	2487	93	11,01378	G14R4
4	Q0	2519	94	11,01378	G14R4
4	Q0	2618	95	11,01378	G14R4
4	Q0	2670	96	11,01378	G14R4
4	Q0	2772	97	11,01378	G14R4
4	Q0	2920	98	11,01378	G14R4
4	Q0	11	99	11,01327	G14R4
4	Q0	14	100	11,01327	G14R4
4	Q0	149	101	11,01327	G14R4
4	Q0	156	102	11,01327	G14R4
4	Q0	219	103	11,01327	G14R4
4	Q0	277	104	11,01327	G14R4
4	Q0	331	105	11,01327	G14R4
4	Q0	335	106	11,01327	G14R4
4	Q0	416	107	11,01327	G14R4
4	Q0	559	108	11,01327	G14R4
4	Q0	592	109	11,01327	G14R4
4	Q0	654	110	11,01327	G14R4
4	Q0	919	111	11,01327	G14R4
4	Q0	943	112	11,01327	G14R4
4	Q0	981	113	11,01327	G14R4
4	Q0	1163	114	11,01327	G14R4
4	Q0	1198	115	11,01327	G14R4
4	Q0	1212	116	11,01327	G14R4
4	Q0	1313	117	11,01327	G14R4
4	Q0	1338	118	11,01327	G14R4
4	Q0	1342	119	11,01327	G14R4
4	Q0	1457	120	11,01327	G14R4
4	Q0	1465	121	11,01327	G14R4
4	Q0	1560	122	11,01327	G14R4
4	Q0	1637	123	11,01327	G14R4
4	Q0	2213	124	11,01327	G14R4
4	Q0	2256	125	11,01327	G14R4
4	Q0	2281	126	11,01327	G14R4
4	Q0	2337	127	11,01327	G14R4
4	Q0	2387	128	11,01327	G14R4
4	Q0	2475	129	11,01327	G14R4
4	Q0	2562	130	11,01327	G14R4
4	Q0	2575	131	11,01327	G14R4
4	Q0	2585	132	11,01327	G14R4
4	Q0	2589	133	11,01327	G14R4
4	Q0	2607	134	11,01327	G14R4
4	Q0	2661	135	11,01327	G14R4
4	Q0	2671	136	11,01327	G14R4
4	Q0	2675	137	11,01327	G14R4
4	Q0	2756	138	11,01327	G14R4
4	Q0	2913	139	11,01327	G14R4
4	Q0	1049	140	11,01298	G14R4
4	Q0	1147	141	11,01298	G14R4
4	Q0	2000	142	11,01298	G14R4
4	Q0	2554	143	11,01298	G14R4
4	Q0	1186	144	11,01244	G14R4
4	Q0	1658	145	11,01244	G14R4
4	Q0	1692	146	11,01244	G14R4
4	Q0	2134	147	11,01244	G14R4
4	Q0	2285	148	11,01244	G14R4
4	Q0	2353	149	11,01244	G14R4
4	Q0	2619	150	11,01244	G14R4
4	Q0	2777	151	11,01244	G14R4
4	Q0	2895	152	11,01244	G14R4
4	Q0	124	153	11,01194	G14R4
4	Q0	1048	154	11,01194	G14R4
4	Q0	1185	155	11,01194	G14R4
4	Q0	1196	156	11,01194	G14R4
4	Q0	1602	157	11,01194	G14R4
4	Q0	1673	158	11,01194	G14R4
4	Q0	2173	159	11,01194	G14R4
4	Q0	2248	160	11,01194	G14R4
4	Q0	2436	161	11,01194	G14R4
4	Q0	2445	162	11,01194	G14R4
4	Q0	2482	163	11,01194	G14R4
4	Q0	2706	164	11,01194	G14R4
4	Q0	2794	165	11,01194	G14R4
4	Q0	2900	166	11,01194	G14R4
4	Q0	3055	167	11,01194	G14R4
4	Q0	3138	168	11,01194	G14R4
4	Q0	3200	169	11,01194	G14R4
4	Q0	2289	170	11,01137	G14R4
4	Q0	78	171	11,01085	G14R4
4	Q0	2592	172	11,01085	G14R4
4	Q0	2703	173	11,01085	G14R4
4	Q0	2753	174	11,01085	G14R4
4	Q0	527	175	10,345679	G14R4
4	Q0	2716	176	10,345679	G14R4
4	Q0	1272	177	10,0942761	G14R4
4	Q0	1469	178	10,0942761	G14R4
4	Q0	1700	179	10,0942761	G14R4
4	Q0	1747	180	10,0942761	G14R4
4	Q0	1749	181	10,0942761	G14R4
4	Q0	2113	182	10,0942761	G14R4
4	Q0	2379	183	10,0942761	G14R4
4	Q0	2624	184	10,0942761	G14R4
4	Q0	2684	185	10,0942761	G14R4
4	Q0	2709	186	10,0942761	G14R4
4	Q0	2941	187	10,0942761	G14R4
4	Q0	2959	188	10,0942761	G14R4
4	Q0	3000	189	10,0942761	G14R4
4	Q0	3128	190	10,0942761	G14R4
4	Q0	3133	191	10,0942761	G14R4
4	Q0	3171	192	10,0942761	G14R4
4	Q0	2184	193	10,0734266	G14R4
4	Q0	2470	194	10,0734266	G14R4
4	Q0	2950	195	10,0734266	G14R4
4	Q0	2972	196	10,0734266	G14R4
4	Q0	3105	197	10,0734266	G14R4
4	Q0	3103	198	10,0578512	G14R4
4	Q0	1323	199	10,055336	G14R4
4	Q0	596	200	10,0446999	G14R4
4	Q0	799	201	10,0446999	G14R4
4	Q0	855	202	10,0446999	G14R4
4	Q0	962	203	10,0446999	G14R4
4	Q0	982	204	10,0446999	G14R4
4	Q0	1010	205	10,0446999	G14R4
4	Q0	1172	206	10,0446999	G14R4
4	Q0	1308	207	10,0446999	G14R4
4	Q0	1391	208	10,0446999	G14R4
4	Q0	1425	209	10,0446999	G14R4
4	Q0	1458	210	10,0446999	G14R4
4	Q0	1506	211	10,0446999	G14R4
4	Q0	1534	212	10,0446999	G14R4
4	Q0	1621	213	10,0446999	G14R4
4	Q0	1720	214	10,0446999	G14R4
4	Q0	1742	215	10,0446999	G14R4
4	Q0	1860	216	10,0446999	G14R4
4	Q0	1868	217	10,0446999	G14R4
4	Q0	1900	218	10,0446999	G14R4
4	Q0	1976	219	10,0446999	G14R4
4	Q0	2035	220	10,0446999	G14R4
4	Q0	2061	221	10,0446999	G14R4
4	Q0	2082	222	10,0446999	G14R4
4	Q0	2096	223	10,0446999	G14R4
4	Q0	2188	224	10,0446999	G14R4
4	Q0	2232	225	10,0446999	G14R4
4	Q0	2233	226	10,0446999	G14R4
4	Q0	2267	227	10,0446999	G14R4
4	Q0	2314	228	10,0446999	G14R4
4	Q0	2374	229	10,0446999	G14R4
4	Q0	2406	230	10,0446999	G14R4
4	Q0	2452	231	10,0446999	G14R4
4	Q0	2479	232	10,0446999	G14R4
4	Q0	2517	233	10,0446999	G14R4
4	Q0	2645	234	10,0446999	G14R4
4	Q0	2714	235	10,0446999	G14R4
4	Q0	2770	236	10,0446999	G14R4
4	Q0	2809	237	10,0446999	G14R4
4	Q0	2815	238	10,0446999	G14R4
4	Q0	2882	239	10,0446999	G14R4
4	Q0	2928	240	10,0446999	G14R4
4	Q0	2990	241	10,0446999	G14R4
4	Q0	3004	242	10,0446999	G14R4
4	Q0	3006	243	10,0446999	G14R4
4	Q0	3193	244	10,0446999	G14R4
4	Q0	303	245	10,0371353	G14R4
4	Q0	617	246	10,0371353	G14R4
4	Q0	1001	247	10,0371353	G14R4
4	Q0	1468	248	10,0371353	G14R4
4	Q0	1567	249	10,0371353	G14R4
4	Q0	2092	250	10,0371353	G14R4
4	Q0	2154	251	10,0371353	G14R4
4	Q0	2302	252	10,0371353	G14R4
4	Q0	2863	253	10,0371353	G14R4
4	Q0	2914	254	10,0371353	G14R4
4	Q0	3111	255	10,0371353	G14R4
4	Q0	1476	256	10,0314843	G14R4
4	Q0	104	257	10,0137773	G14R4
4	Q0	106	258	10,0137773	G14R4
4	Q0	284	259	10,0137773	G14R4
4	Q0	321	260	10,0137773	G14R4
4	Q0	435	261	10,0137773	G14R4
4	Q0	441	262	10,0137773	G14R4
4	Q0	695	263	10,0137773	G14R4
4	Q0	727	264	10,0137773	G14R4
4	Q0	730	265	10,0137773	G14R4
4	Q0	822	266	10,0137773	G14R4
4	Q0	891	267	10,0137773	G14R4
4	Q0	944	268	10,0137773	G14R4
4	Q0	1026	269	10,0137773	G14R4
4	Q0	1051	270	10,0137773	G14R4
4	Q0	1083	271	10,0137773	G14R4
4	Q0	1116	272	10,0137773	G14R4
4	Q0	1169	273	10,0137773	G14R4
4	Q0	1171	274	10,0137773	G14R4
4	Q0	1290	275	10,0137773	G14R4
4	Q0	1341	276	10,0137773	G14R4
4	Q0	1365	277	10,0137773	G14R4
4	Q0	1379	278	10,0137773	G14R4
4	Q0	1408	279	10,0137773	G14R4
4	Q0	1454	280	10,0137773	G14R4
4	Q0	1518	281	10,0137773	G14R4
4	Q0	1550	282	10,0137773	G14R4
4	Q0	1552	283	10,0137773	G14R4
4	Q0	1708	284	10,0137773	G14R4
4	Q0	1709	285	10,0137773	G14R4
4	Q0	1711	286	10,0137773	G14R4
4	Q0	1729	287	10,0137773	G14R4
4	Q0	1746	288	10,0137773	G14R4
4	Q0	1766	289	10,0137773	G14R4
4	Q0	1809	290	10,0137773	G14R4
4	Q0	1844	291	10,0137773	G14R4
4	Q0	1863	292	10,0137773	G14R4
4	Q0	1877	293	10,0137773	G14R4
4	Q0	1901	294	10,0137773	G14R4
4	Q0	1925	295	10,0137773	G14R4
4	Q0	1932	296	10,0137773	G14R4
4	Q0	1934	297	10,0137773	G14R4
4	Q0	2059	298	10,0137773	G14R4
4	Q0	2142	299	10,0137773	G14R4
4	Q0	2152	300	10,0137773	G14R4
4	Q0	2166	301	10,0137773	G14R4
4	Q0	2186	302	10,0137773	G14R4
4	Q0	2223	303	10,0137773	G14R4
4	Q0	2268	304	10,0137773	G14R4
4	Q0	2317	305	10,0137773	G14R4
4	Q0	2324	306	10,0137773	G14R4
4	Q0	2342	307	10,0137773	G14R4
4	Q0	2354	308	10,0137773	G14R4
4	Q0	2389	309	10,0137773	G14R4
4	Q0	2451	310	10,0137773	G14R4
4	Q0	2486	311	10,0137773	G14R4
4	Q0	2536	312	10,0137773	G14R4
4	Q0	2546	313	10,0137773	G14R4
4	Q0	2606	314	10,0137773	G14R4
4	Q0	2610	315	10,0137773	G14R4
4	Q0	2657	316	10,0137773	G14R4
4	Q0	2710	317	10,0137773	G14R4
4	Q0	2745	318	10,0137773	G14R4
4	Q0	2840	319	10,0137773	G14R4
4	Q0	2856	320	10,0137773	G14R4
4	Q0	2868	321	10,0137773	G14R4
4	Q0	2906	322	10,0137773	G14R4
4	Q0	2925	323	10,0137773	G14R4
4	Q0	2932	324	10,0137773	G14R4
4	Q0	2946	325	10,0137773	G14R4
4	Q0	2989	326	10,0137773	G14R4
4	Q0	3001	327	10,0137773	G14R4
4	Q0	3017	328	10,0137773	G14R4
4	Q0	3050	329	10,0137773	G14R4
4	Q0	3086	330	10,0137773	G14R4
4	Q0	3101	331	10,0137773	G14R4
4	Q0	3110	332	10,0137773	G14R4
4	Q0	3154	333	10,0137773	G14R4
4	Q0	3166	334	10,0137773	G14R4
4	Q0	3175	335	10,0137773	G14R4
4	Q0	3179	336	10,0137773	G14R4
4	Q0	3194	337	10,0137773	G14R4
4	Q0	322	338	10,013267	G14R4
4	Q0	409	339	10,013267	G14R4
4	Q0	440	340	10,013267	G14R4
4	Q0	462	341	10,013267	G14R4
4	Q0	531	342	10,013267	G14R4
4	Q0	536	343	10,013267	G14R4
4	Q0	619	344	10,013267	G14R4
4	Q0	693	345	10,013267	G14R4
4	Q0	721	346	10,013267	G14R4
4	Q0	755	347	10,013267	G14R4
4	Q0	761	348	10,013267	G14R4
4	Q0	849	349	10,013267	G14R4
4	Q0	1025	350	10,013267	G14R4
4	Q0	1033	351	10,013267	G14R4
4	Q0	1034	352	10,013267	G14R4
4	Q0	1066	353	10,013267	G14R4
4	Q0	1072	354	10,013267	G14R4
4	Q0	1088	355	10,013267	G14R4
4	Q0	1098	356	10,013267	G14R4
4	Q0	1110	357	10,013267	G14R4
4	Q0	1134	358	10,013267	G14R4
4	Q0	1145	359	10,013267	G14R4
4	Q0	1159	360	10,013267	G14R4
4	Q0	1161	361	10,013267	G14R4
4	Q0	1164	362	10,013267	G14R4
4	Q0	1167	363	10,013267	G14R4
4	Q0	1199	364	10,013267	G14R4
4	Q0	1206	365	10,013267	G14R4
4	Q0	1214	366	10,013267	G14R4
4	Q0	1223	367	10,013267	G14R4
4	Q0	1234	368	10,013267	G14R4
4	Q0	1238	369	10,013267	G14R4
4	Q0	1248	370	10,013267	G14R4
4	Q0	1258	371	10,013267	G14R4
4	Q0	1260	372	10,013267	G14R4
